"Geslacht";"Leeftijd";"Vervoerwijzen";"Reismotieven";"Marges";"Perioden";"Ritten per persoon per dag (gemiddeld) (aantal)";"Afgelegde afstand per rit (gemiddeld) (km)";"Reisduur per rit (Minuten)"
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2008*";0,25;4,79;29,2
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2009*";0,27;4,85;29,56
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2010*";0,26;4,84;29,48
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2011*";0,26;4,92;30,12
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2012*";0,27;4,93;30,06
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2013*";0,27;4,96;30,07
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2014*";0,28;5,04;30,73
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2015*";0,28;5,04;30,6
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2016*";0,27;5,03;30,6
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2017*";0,26;5,05;30,37
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2018*";0,28;5,14;30,84
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2019*";0,27;5,12;31,04
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2020*";0,22;6,16;37,77
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2021*";0,23;6,14;38,07
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2022*";0,27;5,52;33,68
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Vrije tijd";"Waarde";"2023*";0,27;5,2;31,65
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"1999*";0,13;2,18;13,69
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2000*";0,12;2,15;13,45
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2001*";0,12;2,14;13,32
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2002*";0,13;2,13;13,24
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2003*";0,13;2,15;13,29
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2004*";0,12;2,14;13,02
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2005*";0,11;2,15;12,96
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2006*";0,12;2,17;12,87
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2007*";0,12;2,2;12,94
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2008*";0,12;2,21;12,85
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2009*";0,12;2,24;12,85
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2010*";0,11;2,26;12,94
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2011*";0,11;2,28;12,91
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2012*";0,11;2,28;12,95
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2013*";0,11;2,28;12,84
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2014*";0,11;2,26;12,74
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2015*";0,1;2,25;12,67
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2016*";0,09;2,24;12,56
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2017*";0,09;2,25;12,57
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2018*";0,1;2,26;12,47
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2019*";0,1;2,29;12,67
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2020*";0,09;2,34;12,85
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2021*";0,09;2,36;13,26
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2022*";0,11;2,33;13,01
"Totaal mannen en vrouwen";"Totaal";"Fiets";"Overige reismotieven";"Waarde";"2023*";0,1;2,33;12,85
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"1999*";0,65;1,3;20,87
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2000*";0,63;1,33;21,11
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2001*";0,63;1,36;21,2
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2002*";0,62;1,32;20,65
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2003*";0,62;1,34;21,01
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2004*";0,63;1,32;20,47
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2005*";0,63;1,36;20,51
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2006*";0,65;1,4;21,02
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2007*";0,63;1,44;21,36
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2008*";0,63;1,35;20,23
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2009*";0,64;1,4;20,44
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2010*";0,68;1,38;19,91
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2011*";0,61;1,41;20,5
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2012*";0,61;1,42;20,98
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2013*";0,64;1,39;20,01
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2014*";0,62;1,47;21,35
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2015*";0,6;1,48;21,69
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2016*";0,59;1,45;21,5
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2017*";0,58;1,47;21,5
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2018*";0,6;1,49;21,35
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2019*";0,58;1,49;21,31
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2020*";0,61;1,84;26,45
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2021*";0,69;1,99;28,89
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2022*";0,7;1,73;25,43
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Totaal";"Waarde";"2023*";0,69;1,65;24,45
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"1999*";0,05;0,89;10,52
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2000*";0,05;0,89;10,52
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2001*";0,05;0,92;10,94
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2002*";0,05;0,88;10,37
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2003*";0,05;0,87;10,34
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2004*";0,06;0,86;10,48
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2005*";0,06;0,88;10,26
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2006*";0,06;0,89;10,62
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2007*";0,06;0,89;10,46
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2008*";0,07;0,8;9,19
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2009*";0,07;0,81;9,39
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2010*";0,08;0,83;9,66
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2011*";0,07;0,82;9,59
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2012*";0,06;0,83;9,77
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2013*";0,07;0,81;9,31
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2014*";0,07;0,82;9,73
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2015*";0,07;0,79;9,32
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2016*";0,07;0,78;9,69
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2017*";0,07;0,82;10,29
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2018*";0,08;0,78;9,51
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2019*";0,07;0,79;9,69
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2020*";0,04;0,76;9,39
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2021*";0,04;0,81;10,08
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2022*";0,05;0,8;10,21
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Van en naar het werk";"Waarde";"2023*";0,06;0,81;10,59
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"1999*";0,16;0,89;13,36
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2000*";0,15;0,89;13,35
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2001*";0,15;0,89;12,91
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2002*";0,15;0,87;12,7
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2003*";0,15;0,88;12,91
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2004*";0,15;0,85;12,61
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2005*";0,15;0,87;12,71
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2006*";0,14;0,87;12,49
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2007*";0,13;0,88;12,51
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2008*";0,14;0,84;11,91
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2009*";0,14;0,89;12,46
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2010*";0,15;0,87;12,16
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2011*";0,13;0,87;11,92
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2012*";0,13;0,83;11,76
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2013*";0,14;0,82;11,68
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2014*";0,13;0,82;11,98
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2015*";0,13;0,85;12,43
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2016*";0,13;0,81;11,55
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2017*";0,13;0,83;12
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2018*";0,13;0,81;11,54
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2019*";0,12;0,8;11,59
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2020*";0,13;0,77;10,67
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2021*";0,15;0,81;11,35
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2022*";0,14;0,8;11,32
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2023*";0,14;0,8;11,7
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";0,08;0,71;9,97
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";0,07;0,73;10,15
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";0,07;0,73;9,92
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,07;0,69;9,44
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,07;0,71;9,6
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,07;0,68;9,19
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,07;0,7;9,41
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,07;0,71;9,29
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,07;0,71;9,31
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,07;0,68;8,76
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,07;0,67;8,39
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,07;0,69;8,8
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,07;0,68;8,51
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,06;0,67;8,31
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,07;0,68;8,43
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,06;0,66;8,51
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,06;0,66;8,18
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,06;0,66;8,53
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,06;0,7;9,05
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,06;0,67;8,48
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,06;0,67;8,39
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";0,03;0,66;8,84
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021*";0,04;0,7;9,23
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022*";0,05;0,7;9,82
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023*";0,05;0,69;9,89
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"1999*";0,27;1,93;33,08
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2000*";0,27;1,97;33,42
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2001*";0,27;2,03;33,61
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2002*";0,26;2;32,98
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2003*";0,27;2,02;33,65
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2004*";0,27;2;32,9
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2005*";0,27;2,06;32,71
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2006*";0,29;2,13;33,49
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2007*";0,28;2,17;33,71
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2008*";0,27;2,09;33,23
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2009*";0,28;2,14;32,76
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2010*";0,29;2,13;31,99
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2011*";0,27;2,18;33,26
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2012*";0,28;2,2;33,7
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2013*";0,28;2,14;32,01
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2014*";0,29;2,26;33,86
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2015*";0,28;2,28;34,72
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2016*";0,27;2,24;34,5
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2017*";0,26;2,3;34,71
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2018*";0,28;2,34;34,54
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2019*";0,27;2,31;33,87
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2020*";0,34;2,72;39,5
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2021*";0,4;2,88;42,3
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2022*";0,38;2,51;37,55
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Vrije tijd";"Waarde";"2023*";0,37;2,42;36,41
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"1999*";0,09;0,89;12,77
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2000*";0,09;0,87;12,27
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2001*";0,09;0,86;12,61
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2002*";0,09;0,83;11,99
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2003*";0,09;0,8;11,81
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2004*";0,08;0,8;11,42
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2005*";0,08;0,81;11,29
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2006*";0,08;0,81;11,09
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2007*";0,08;0,84;11,46
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2008*";0,09;0,78;10,71
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2009*";0,09;0,81;10,77
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2010*";0,09;0,81;11,14
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2011*";0,07;0,8;10,69
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2012*";0,08;0,81;11,15
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2013*";0,08;0,8;10,52
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2014*";0,07;0,78;10,25
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2015*";0,06;0,77;10,06
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2016*";0,06;0,77;10,14
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2017*";0,06;0,76;10,18
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2018*";0,06;0,77;9,98
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2019*";0,06;0,77;10,05
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2020*";0,06;0,74;9,95
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2021*";0,07;0,8;10,71
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2022*";0,07;0,77;10,62
"Totaal mannen en vrouwen";"Totaal";"Lopen";"Overige reismotieven";"Waarde";"2023*";0,07;0,78;10,68
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"1999*";0,12;17,13;32,31
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2000*";0,12;16,83;31,9
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2001*";0,12;16,89;31,95
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2002*";0,12;17,25;31,85
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2003*";0,11;17,96;32,59
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2004*";0,11;17,17;32,1
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2005*";0,11;18,51;33,69
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2006*";0,11;18,49;33,14
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2007*";0,11;17,74;33,71
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2008*";0,11;16,62;31,87
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2009*";0,11;16,04;32,16
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2010*";0,11;16,66;32,62
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2011*";0,11;17,9;33,08
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2012*";0,1;17,51;32,71
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2013*";0,1;17,49;32,01
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2014*";0,11;17,59;33,37
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2015*";0,1;18,21;32,82
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2016*";0,1;17,03;32,21
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2017*";0,1;17,49;31,9
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2018*";0,1;18,22;32,72
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2019*";0,1;17,84;31,94
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2020*";0,08;13,59;29,87
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2021*";0,09;14,17;32,39
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2022*";0,09;15,45;30,64
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Totaal";"Waarde";"2023*";0,09;15,09;30,05
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"1999*";0,05;17,77;27,97
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2000*";0,05;17,38;27,3
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2001*";0,04;17,61;27,5
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2002*";0,04;17,5;27,06
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2003*";0,04;18,52;27,42
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2004*";0,04;17,93;27,52
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2005*";0,04;20,18;30,01
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2006*";0,04;20,5;29,52
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2007*";0,04;20,37;29,66
