"Populatie";"Geslacht";"Persoonskenmerken";"Reismotieven";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per jaar/Verplaatsingen (aantal)";"Gemiddeld per persoon per jaar/Afstand (reizigerskilometers)";"Gemiddeld per persoon per jaar/Reisduur (uren)"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"     364";"    2884";"   162.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"     364";"    2832";"   161.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"     235";"    1660";"   100.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"     252";"    1717";"   105.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"     332";"    2375";"   141.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"     326";"    2293";"   142.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Visite, logeren";"Waarde";"2018";"Nederland";"      98";"    1472";"    40.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Visite, logeren";"Waarde";"2019";"Nederland";"      85";"    1191";"    34.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Visite, logeren";"Waarde";"2020";"Nederland";"      86";"     932";"    32.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Visite, logeren";"Waarde";"2021";"Nederland";"      87";"     941";"    33.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Visite, logeren";"Waarde";"2022";"Nederland";"      79";"    1149";"    34.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Visite, logeren";"Waarde";"2023";"Nederland";"      93";"    1465";"    40.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     256";"    2186";"   113.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     261";"    2518";"   116.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     190";"    1692";"   102.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"     224";"    2047";"   130.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     254";"    2097";"   124.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     262";"    2619";"   126.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      30";"     268";"    28.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      28";"       .";"    30.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Toeren, wandelen";"Waarde";"2020";"Nederland";"      40";"     280";"    35.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Toeren, wandelen";"Waarde";"2021";"Nederland";"      55";"     464";"    57.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Toeren, wandelen";"Waarde";"2022";"Nederland";"      38";"     245";"    32.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Toeren, wandelen";"Waarde";"2023";"Nederland";"      38";"     244";"    34.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Overige reismotieven";"Waarde";"2018";"Nederland";"      49";"     465";"    15.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Overige reismotieven";"Waarde";"2019";"Nederland";"      44";"     467";"    21.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Overige reismotieven";"Waarde";"2020";"Nederland";"      46";"     418";"    14.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Overige reismotieven";"Waarde";"2021";"Nederland";"      50";"     357";"    16.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Overige reismotieven";"Waarde";"2022";"Nederland";"      49";"     506";"    19.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 12 tot 18 jaar";"Overige reismotieven";"Waarde";"2023";"Nederland";"      53";"     440";"    18.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2018";"Nederland";"    1000";"   15520";"   513.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2019";"Nederland";"     961";"   15173";"   493.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2020";"Nederland";"     816";"    9808";"   377.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2021";"Nederland";"     862";"   11482";"   436.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2022";"Nederland";"     934";"   12476";"   471.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2023";"Nederland";"     930";"   12924";"   473.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"     241";"    3911";"   113.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"     208";"    3418";"   100.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"     166";"    1988";"    65.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"     177";"    2408";"    72.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2022";"Nederland";"     182";"    2633";"    80.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2023";"Nederland";"     192";"    2771";"    87.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"      18";"     406";"    11.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"      29";"     641";"    15.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"      17";"     399";"     9.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"      25";"     525";"    13.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"      19";"     417";"    10.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"      23";"     428";"    12.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      25";"     313";"    10.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      23";"     186";"     8.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      20";"     190";"     6.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      26";"     241";"     8.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      26";"     183";"     7.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"      22";"     237";"     8.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     143";"     911";"    41.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     141";"     859";"    36.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     160";"     790";"    35.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     155";"     722";"    37.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     158";"     963";"    41.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"     152";"     883";"    40.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"     151";"    3159";"   101.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"     150";"    3276";"   101.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"      70";"    1290";"    44.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"      85";"    1831";"    58.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"     115";"    2495";"    82.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"     120";"    2545";"    85.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Visite, logeren";"Waarde";"2018";"Nederland";"     114";"    2816";"    66.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Visite, logeren";"Waarde";"2019";"Nederland";"     110";"    2571";"    62.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Visite, logeren";"Waarde";"2020";"Nederland";"     101";"    1789";"    52.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Visite, logeren";"Waarde";"2021";"Nederland";"     112";"    2014";"    54.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Visite, logeren";"Waarde";"2022";"Nederland";"     111";"    1928";"    53.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Visite, logeren";"Waarde";"2023";"Nederland";"      97";"    2008";"    54.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     199";"    2336";"    93.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     199";"    2569";"    96.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     147";"    1710";"    73.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"     140";"    1980";"    82.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     194";"    2271";"    98.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     208";"    2628";"   105.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      37";"     476";"    43.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      33";"     400";"    38.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Toeren, wandelen";"Waarde";"2020";"Nederland";"      62";"     530";"    62.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Toeren, wandelen";"Waarde";"2021";"Nederland";"      71";"     718";"    79.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Toeren, wandelen";"Waarde";"2022";"Nederland";"      63";"     577";"    68.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Toeren, wandelen";"Waarde";"2023";"Nederland";"      50";"     455";"    52.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Overige reismotieven";"Waarde";"2018";"Nederland";"      73";"    1191";"    31.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Overige reismotieven";"Waarde";"2019";"Nederland";"      70";"    1253";"    33.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Overige reismotieven";"Waarde";"2020";"Nederland";"      74";"    1122";"    28.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Overige reismotieven";"Waarde";"2021";"Nederland";"      70";"    1042";"    28.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Overige reismotieven";"Waarde";"2022";"Nederland";"      67";"    1010";"    28.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 18 tot 25 jaar";"Overige reismotieven";"Waarde";"2023";"Nederland";"      66";"     968";"    26.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2018";"Nederland";"    1091";"   16820";"   504.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2019";"Nederland";"    1038";"   16591";"   501.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2020";"Nederland";"     888";"   10981";"   401.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2021";"Nederland";"     937";"   11983";"   441.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2022";"Nederland";"     992";"   13327";"   464.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2023";"Nederland";"     999";"   14229";"   479.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"     318";"    7018";"   173.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"     285";"    6202";"   156.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"     198";"    3811";"    96.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"     194";"    3655";"    90.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2022";"Nederland";"     216";"    4596";"   114.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2023";"Nederland";"     228";"    5001";"   125.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"      31";"     977";"    19.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"      54";"    1768";"    34.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"      29";"     716";"    15.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"      35";"     964";"    20.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"      36";"     887";"    19.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"      37";"     948";"    20.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      29";"     317";"    10.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      26";"     271";"     9.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      22";"     208";"     6.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      30";"     307";"    10.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      28";"     285";"     9.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"      26";"     240";"     8.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     201";"    1083";"    50.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     189";"    1233";"    49.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     203";"     951";"    43.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     201";"    1004";"    45.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     201";"     995";"    45.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 25 tot 35 jaar";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"     200";"    1145";"    49.0"
